,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
108688,Liquidambar styraciflua,Tikrasis dervamedis,Plantae,49658,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Altingiaceae,,,,,Liquidambar,,Liquidambar styraciflua,,,,
108706,Platanus orientalis,Rytinis platanas,Plantae,181682,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Proteales,,,Platanaceae,,,,,Platanus,,Platanus orientalis,,,,
108715,Microplontus millefolii,,Insecta,1000426,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Ceutorhynchinae,,Ceutorhynchini,,Microplontus,,Microplontus millefolii,,,,
108783,Anisodactylus,,Insecta,121337,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,,Anisodactylini,,Anisodactylus,,,,,,
108872,Allium giganteum,,Plantae,550792,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,,Allieae,,Allium,,Allium giganteum,,,,
108944,Platyptiliini,,Insecta,211061,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,,Platyptiliini,,,,,,,,
109057,Adeloidea,,Insecta,51269,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Adeloidea,,,,,,,,,,,,
109058,Cimberis attelaboides,Žiedinis pušiavabalis,Insecta,748585,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Nemonychidae,,,,,Cimberis,,Cimberis attelaboides,,,,
109079,Badister,,Insecta,57851,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Licininae,,Licinini,Licinina,Badister,,,,,,
109098,Chaerophyllum temulum,Kvaitulinis gurgždis,Plantae,55733,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Scandiceae,Scandicinae,Chaerophyllum,,Chaerophyllum temulum,,,,
109247,Avenella,,Plantae,273332,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Airinae,Avenella,,,,,,
109280,Bibio hortulanus,,Insecta,356329,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,,Bibionidae,Bibioninae,,Bibionini,,Bibio,,Bibio hortulanus,,,,
109292,Temnosira saltuum,,Insecta,877307,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Pallopteridae,,,,,Temnosira,,Temnosira saltuum,,,,
109332,Hydrophoria lancifer,,Insecta,338195,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,Hydrophoria,,Hydrophoria lancifer,,,,
109404,Polyporus,Sėdis,Fungi,50884,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,Polyporus,,,,,,
109429,Brachyderes,,Insecta,467193,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,Brachyderini,,Brachyderes,,,,,,
109477,Psephellus,,Plantae,442642,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Centaureinae,Psephellus,,,,,,
109482,Tethea ocularis,Baltadėmis Pūkanugaris,Insecta,460514,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Drepanoidea,Drepanidae,Thyatirinae,,,,Tethea,,Tethea ocularis,,,,
109529,Helioscopia,,Plantae,896860,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Euphorbioideae,,Euphorbieae,Euphorbiinae,Euphorbia,,,,,,
109568,Geranium columbinum,Balandinis snaputis,Plantae,77253,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,,,Geranium,,Geranium columbinum,,,,
109574,Epitheca,,Insecta,88207,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Corduliidae,,,,,Epitheca,,,,,,
109709,Lithosiini,,Insecta,82092,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Lithosiini,,,,,,,,
109714,Tetrops,Ūsuotėliai,Insecta,361263,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Tetraopini,,Tetrops,,,,,,
109901,Chrysolina hyperici,Jonažolinis puošnys,Insecta,216842,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Doryphorini,Chrysolinina,Chrysolina,,Chrysolina hyperici,,,,
109939,Rhinomorinia sarcophagina,,Insecta,1078229,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Rhinophoridae,,,,,Rhinomorinia,,Rhinomorinia sarcophagina,,,,
110045,Veronica opaca,,Plantae,509293,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,Veronica opaca,,,,
110081,Pilosella piloselloides,,Plantae,320888,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hieraciinae,Pilosella,,Pilosella piloselloides,,,,
110181,Harpalus rubripes,,Insecta,131098,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,,Harpalini,Harpalina,Harpalus,,Harpalus rubripes,,,,
110182,Smaragdina flavicollis,Alksninė smaragdina,Insecta,1016710,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Cryptocephalinae,,Clytrini,Clytrina,Smaragdina,,Smaragdina flavicollis,,,,
110196,Rhinoncus,,Insecta,211778,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Ceutorhynchinae,,Phytobiini,,Rhinoncus,,,,,,
110206,Trichrysis cyanea,,Insecta,632447,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,,Chrysidini,,Trichrysis,,Trichrysis cyanea,,,,
110215,Plateumaris bracata,Nendrinis viksvinukas,Insecta,547551,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Donaciinae,,,,Plateumaris,,Plateumaris bracata,,,,
110218,Eupsilia,,Insecta,143011,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Xylenini,Xylenina,Eupsilia,,,,,,
110220,Pelenomus,,Insecta,178344,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Ceutorhynchinae,,Phytobiini,,Pelenomus,,,,,,
110233,Noterus,,Insecta,547327,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Noteridae,,,,,Noterus,,,,,,
110255,Paratalanta pandalis,Raudonėlinė paratalanta,Insecta,483699,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,,Pyraustini,,Paratalanta,,Paratalanta pandalis,,,,
110261,Psyllopsis fraxini,,Insecta,207580,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Liviidae,Euphyllurinae,,,,Psyllopsis,,Psyllopsis fraxini,,,,
110301,Chamaedrys,,Plantae,738332,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,,,,,
110324,Hebrus pusillus,,Insecta,624522,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Hebroidea,Hebridae,,,,,Hebrus,,Hebrus pusillus,,,,
110328,Agrilus betuleti,,Insecta,547605,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Agrilinae,,Agrilini,,Agrilus,,Agrilus betuleti,,,,
110329,Talitrus,,Animalia,210202,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitroidea,Talitridae,Talitrinae,,,,Talitrus,,,,,,
110336,Phytomyza ranunculi,,Insecta,339405,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,Phytomyza,,Phytomyza ranunculi,,,,
110355,Sehirus morio,,Insecta,624513,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Cydnidae,Sehirinae,,,,Sehirus,,Sehirus morio,,,,
110475,Geranium molle,Švelnusis snaputis,Plantae,53076,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,,,Geranium,,Geranium molle,,,,
110493,Salticidae,Šokliavoriai,Arachnida,48139,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,,,,,,,,,,,
110497,Apodidae,,Aves,6544,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Apodidae,,,,,,,,,,,
110513,Amphipyra,,Insecta,119341,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,,Amphipyrini,,Amphipyra,,,,,,
110759,Aphis confusa,,Insecta,768474,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Aphidini,Aphidina,Aphis,,Aphis confusa,,,,
110934,Malachiina,,Insecta,1128937,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,,Malachiini,Malachiina,,,,,,,
110939,Korynetes,,Insecta,496696,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Cleridae,Korynetinae,,,,Korynetes,,,,,,
110957,Tetrops starkii,Uosinis ūsuotėlis,Insecta,361264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Tetraopini,,Tetrops,,Tetrops starkii,,,,
110991,Rhizopogonaceae,,Fungi,62476,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Rhizopogonaceae,,,,,,,,,,,
111190,Volucella bombylans bombylans,,Insecta,739624,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Volucella,,Volucella bombylans,,,,Volucella bombylans bombylans
111263,Lathyrus japonicus maritimus,,Plantae,118549,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Lathyrus,,Lathyrus japonicus,,,Lathyrus japonicus maritimus,
111272,Macrophya,,Insecta,320963,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredininae,,Macrophyini,,Macrophya,,,,,,
111296,Erysimum hieraciifolium,,Plantae,162714,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Erysimeae,,Erysimum,,Erysimum hieraciifolium,,,,
111347,Cladonia gracilis gracilis,,Fungi,235278,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Cladoniaceae,,,,,Cladonia,,Cladonia gracilis,,Cladonia gracilis gracilis,,
111406,Ulidiidae,Juostasparnės musės,Insecta,125458,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Ulidiidae,,,,,,,,,,,
111448,Cryptosiphum artemisiae,,Insecta,624562,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Macrosiphini,,Cryptosiphum,,Cryptosiphum artemisiae,,,,
111568,Argentina,,Plantae,156879,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Potentillinae,Argentina,,,,,,
111600,Onobrychis,Esparcetas,Plantae,55444,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Hedysareae,,Onobrychis,,,,,,
111642,Mycoplasmatales,,,152312,Bacteria,Firmicutes,,,Mollicutes,,,Mycoplasmatales,,,,,,,,,,,,,,
111643,Ctenophora pectinicornis,,Insecta,467076,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Tipulidae,Ctenophorinae,,,,Ctenophora,,Ctenophora pectinicornis,,,,
111665,Rosa corymbifera,,Plantae,491355,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Roseae,,Rosa,,Rosa corymbifera,,,,
111802,Lamprodila rutilans,Liepinis blizgiavabalis,Insecta,553152,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Chrysochroinae,,Poecilonotini,,Lamprodila,,Lamprodila rutilans,,,,
111939,Oeneis jutta,Pelkinis satyras,Insecta,198811,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Satyrina,Oeneis,,Oeneis jutta,,,,
111941,Cerapheles terminatus,,Insecta,881448,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,,Malachiini,Malachiina,Cerapheles,,Cerapheles terminatus,,,,
111959,Parectropis similaria,,Insecta,475254,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Boarmiini,,Parectropis,,Parectropis similaria,,,,
111962,Salvia nemorosa,Šilinis šalavijas,Plantae,168387,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Salviinae,Salvia,,Salvia nemorosa,,,,
112049,Physocephala rufipes,,Insecta,61898,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Sciomyzoidea,Conopidae,Conopinae,,Physocephalini,,Physocephala,,Physocephala rufipes,,,,
112056,Glyceria notata,Bukažvynė monažolė,Plantae,436444,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Meliceae,,Glyceria,,Glyceria notata,,,,
112059,Agriades optilete,Pelkinis Melsvys,Insecta,483726,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Agriades,,Agriades optilete,,,,
112086,Carex disticha,Dvieilė viksva,Plantae,159935,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex disticha,,,,
112101,Cimicomorpha,,Insecta,372850,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,,,,,,,,,,,,,
112114,Hydriomena impluviata,Alksninė cidarija,Insecta,324925,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Hydriomenini,,Hydriomena,,Hydriomena impluviata,,,,
112128,Platystomatinae,,Insecta,635507,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Platystomatidae,Platystomatinae,,,,,,,,,,
112129,Rivellia syngenesiae,,Insecta,451405,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,Platystomatidae,Platystomatinae,,,,Rivellia,,Rivellia syngenesiae,,,,
112131,Therevini,,Insecta,1353673,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Therevidae,Therevinae,,Therevini,,,,,,,,
112147,Perizoma verberata,,Insecta,475926,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Hydriomenini,,Perizoma,,Perizoma verberata,,,,
112151,Tephritoidea,,Insecta,62006,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Tephritoidea,,,,,,,,,,,,
112154,Notocelia cynosbatella,,Insecta,357589,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Olethreutinae,,Eucosmini,,Notocelia,,Notocelia cynosbatella,,,,
112162,Centaurea montana,Kalninė bajorė,Plantae,48984,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Centaureinae,Centaurea,,Centaurea montana,,,,
112166,Hypochaeris maculata,Dėmėtoji džiugūnė,Plantae,336279,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hypochaeridinae,Hypochaeris,,Hypochaeris maculata,,,,
112182,Arctosa perita,Smėlyninis pasalūnas,Arachnida,130387,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Tricassinae,,,,Arctosa,,Arctosa perita,,,,
112201,Inocybe flocculosa,,Fungi,118333,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Inocybaceae,,,,,Inocybe,,Inocybe flocculosa,,,,
112202,Psathyrella,Trapiabudė,Fungi,67745,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,,,Psathyrella,,,,,,
112203,Candolleomyces,,Fungi,1179953,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,,,Candolleomyces,,,,,,
112204,Bonomyces sinopicus,Pavasarinė tauriabudė,Fungi,842240,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Biannulariaceae,,,,,Bonomyces,,Bonomyces sinopicus,,,,
112205,Melanoleuca strictipes,Ilgakotis minkštūnis,Fungi,351524,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Pluteaceae,,,,,Melanoleuca,,Melanoleuca strictipes,,,,
112231,Dasiphora fruticosa,Paprastasis sidabrakrūmis,Plantae,76606,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Fragariinae,Dasiphora,,Dasiphora fruticosa,,,,
112237,Geranium lucidum,Blizgantysis snaputis,Plantae,77255,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,,,Geranium,,Geranium lucidum,,,,
112245,Dysderoidea,,Arachnida,367170,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Dysderoidea,,,,,,,,,,,,
112260,Abies concolor,Pilkasis kėnis,Plantae,68087,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,,,Abies,,Abies concolor,,,,
112306,Trochulininae,,Mollusca,805131,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Hygromiidae,Trochulininae,,,,,,,,,,
112314,Kolkwitzia,,Plantae,52502,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,,,Kolkwitzia,,,,,,
112342,Euura amerinae,,Insecta,437500,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,,Nematini,,Euura,,Euura amerinae,,,,
112454,Laburnum anagyroides,Paprastasis pupmedis,Plantae,51810,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Laburnum,,Laburnum anagyroides,,,,
112529,Nematomorpha,Velniaplaukiai,Animalia,63142,Animalia,Nematomorpha,,,,,,,,,,,,,,,,,,,,
112537,Aira praecox,Ankstyvoji smilgenė,Plantae,61058,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Airinae,Aira,,Aira praecox,,,,
112669,Simulium,,Insecta,63165,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Chironomoidea,Simuliidae,,,,,Simulium,,,,,,
112691,Macrosiphum,,Insecta,53632,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Macrosiphini,,Macrosiphum,,,,,,
112742,Tingis pilosa,,Insecta,704531,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Tingidae,Tinginae,,Tingini,,Tingis,,Tingis pilosa,,,,
112746,Macrophya montana,,Insecta,320947,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredininae,,Macrophyini,,Macrophya,,Macrophya montana,,,,
112762,Neodiprion sertifer,Rudasis pušinis pjūklelis,Insecta,494066,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Diprionidae,Diprioninae,,,,Neodiprion,,Neodiprion sertifer,,,,
112781,Cimbicidae,Cimbeksai,Insecta,53844,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Cimbicidae,,,,,,,,,,,
112848,Nolinae,,Insecta,122472,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Nolinae,,,,,,,,,,
112855,Neogale vison,Kanadinė audinė,Mammalia,1264432,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Mustelinae,,,,Neogale,,Neogale vison,,,,
112963,Aceria erinea,,Arachnida,358373,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Eriophyinae,,Aceriini,,Aceria,,Aceria erinea,,,,
113014,Spiraea trilobata,,Plantae,169256,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Spiraeeae,,Spiraea,,Spiraea trilobata,,,,
113098,Exoristinae,,Insecta,481485,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Exoristinae,,,,,,,,,,
113107,Tetradenia,,Plantae,367864,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Ocimeae,Plectranthinae,Tetradenia,,,,,,
113120,Minettia longipennis,,Insecta,356403,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Lauxanioidea,Lauxaniidae,,,,,Minettia,,Minettia longipennis,,,,
113130,Weigela,Veigelė,Plantae,153104,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Diervilloideae,,,,Weigela,,,,,,
113136,Buprestis rustica,Paprastasis Blizgiavabalis,Insecta,553153,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,,Buprestini,,Buprestis,,Buprestis rustica,,,,
113202,Ichneumon sarcitorius,,Insecta,472018,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,,Ichneumonini,Ichneumonina,Ichneumon,,Ichneumon sarcitorius,,,,
113243,Conium,,Plantae,52999,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Smyrnieae,,Conium,,,,,,
113336,Chrysomela,,Insecta,1281857,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Chrysomelini,Chrysomelina,Chrysomela,,,,,,
113492,Dysmachus,,Insecta,325259,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Asilinae,,,,Dysmachus,,,,,,
113534,Lasiopogon,,Insecta,61700,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Stichopogoninae,,,,Lasiopogon,,,,,,
113555,Jungermanniales,,Plantae,55253,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,,,,,,,,,,,,
113586,Entoloma neglectum,Gelsvoji gijabudė,Fungi,874997,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,,,Entoloma,,Entoloma neglectum,,,,
113587,Rhingia,,Insecta,355017,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Rhingiini,Rhingiina,Rhingia,,,,,,
113626,Helcystogramma,,Insecta,177977,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Gelechiidae,Dichomeridinae,,,,Helcystogramma,,,,,,
113656,Phycitinae,,Insecta,122925,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,,,,,,,,,,
113672,Odontomyia ornata,,Insecta,451498,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,,Stratiomyini,,Odontomyia,,Odontomyia ornata,,,,
